pickup_location,destination_location,num_stops,distance_km,duration_min,actual_eta_min,weather,time_of_day,traffic_level
South Stevebury,South Rebeccafort,1,51.67,74.71,81.28,Cloudy,Evening,Heavy
South Stanley,North Donald,3,496.2,572.72,519.6,Foggy,Evening,Moderate
Lake Kaitlyn,West Hannahfort,0,487.71,523.3,556.02,Foggy,Morning,Moderate
Danielview,East Joel,3,69.84,81.57,82.1,Rainy,Night,Heavy
North Todd,Emilyside,1,313.0,402.95,365.56,Rainy,Evening,Light
Mackenziebury,East Tonya,2,492.54,559.08,571.72,Clear,Evening,Heavy
Greermouth,West Karamouth,3,13.39,14.98,14.83,Clear,Evening,Light
South Keith,North Angela,2,15.03,19.61,20.06,Clear,Evening,Heavy
Port Thomasfort,Rosehaven,2,485.91,555.31,520.33,Clear,Night,Moderate
West Scottview,Brooksville,3,268.58,390.36,407.55,Foggy,Morning,Heavy
Caseyport,Mejialand,3,410.17,479.33,503.65,Cloudy,Afternoon,Heavy
Leefurt,North Aliciamouth,1,265.58,387.2,388.74,Foggy,Night,Light
West Christian,Lake Kevinside,0,491.18,685.49,656.49,Clear,Evening,Light
Mikaylaview,Lake Jose,2,336.68,387.51,397.67,Foggy,Evening,Moderate
Lake Amanda,New Jenniferfort,1,470.22,690.36,646.73,Clear,Evening,Moderate
North Georgeborough,North Robert,1,290.79,431.97,402.76,Rainy,Night,Heavy
South Shelly,Perezview,3,248.82,367.77,355.84,Cloudy,Evening,Heavy
Jasonburgh,Lake Kevin,2,372.0,422.37,384.19,Clear,Afternoon,Light
South Williamburgh,North Austinburgh,3,114.56,126.33,132.74,Rainy,Evening,Heavy
Lake Erin,West Brian,3,404.17,588.09,544.54,Foggy,Evening,Moderate
Griffinport,Louisbury,2,110.53,112.75,107.56,Foggy,Night,Moderate
Lake Tonyaberg,Harveymouth,0,128.03,135.32,127.48,Cloudy,Evening,Moderate
Sharonburgh,Nancyfort,1,471.16,706.25,659.27,Clear,Morning,Moderate
Mooreland,Johnsonchester,2,227.62,281.9,289.93,Foggy,Afternoon,Heavy
West Johnny,West Donaldton,1,244.38,361.33,393.27,Clear,Night,Light
Lake Karimouth,Alvarezport,2,302.41,328.27,348.53,Foggy,Evening,Moderate
Timothyton,Beardberg,2,429.02,481.22,517.42,Cloudy,Morning,Moderate
Hallchester,North Brianfort,1,439.17,608.77,638.92,Rainy,Evening,Heavy
Gonzalesfort,Gallagherhaven,3,124.64,180.75,178.59,Cloudy,Morning,Moderate
Matthewhaven,Markfurt,1,234.28,334.12,354.75,Cloudy,Afternoon,Moderate
Teresaview,Lake Tyler,0,333.9,412.18,442.29,Cloudy,Afternoon,Moderate
North Andrew,North Jean,0,317.1,448.35,434.07,Foggy,Morning,Heavy
West Kevinville,Dayside,1,195.46,284.87,303.88,Foggy,Afternoon,Heavy
East Michaelburgh,South Kristenland,1,112.38,136.31,125.7,Clear,Evening,Moderate
Dawsonside,Kimberlyland,1,132.75,171.12,182.27,Clear,Morning,Heavy
Port Ronaldborough,Bellbury,3,72.91,108.91,102.4,Cloudy,Afternoon,Light
Port Janice,Leestad,0,470.71,676.11,723.88,Rainy,Evening,Light
West Sara,New Michelleland,2,244.67,360.4,360.99,Foggy,Afternoon,Light
West Monica,Smithborough,3,71.44,77.13,79.9,Clear,Afternoon,Heavy
Ryanmouth,New Melissa,3,224.79,282.89,285.19,Rainy,Morning,Moderate
Lake Anthonyville,Sanfordshire,2,134.54,182.05,167.11,Clear,Evening,Moderate
South Carolynchester,Larrychester,0,200.9,207.09,227.25,Rainy,Afternoon,Heavy
Ramireztown,Christophermouth,1,429.16,620.98,676.24,Rainy,Morning,Heavy
West Jonathanshire,New James,2,408.72,497.69,524.79,Clear,Afternoon,Heavy
Beckymouth,North Collinland,2,196.99,238.04,250.3,Rainy,Afternoon,Heavy
Sotostad,Lake Jason,3,164.87,221.15,223.53,Cloudy,Evening,Moderate
Smithmouth,Lake Michael,1,389.45,483.48,526.5,Rainy,Night,Light
Port Bradleyton,East Laurie,0,397.57,534.32,549.64,Foggy,Afternoon,Moderate
Lake Matthewville,Justinshire,2,320.04,439.78,438.46,Cloudy,Afternoon,Light
North Jessica,Stevenhaven,3,203.76,221.92,216.33,Rainy,Evening,Light
New Martha,New Harry,1,347.03,413.48,445.1,Rainy,Night,Moderate
New Matthew,South Gregorymouth,2,290.04,373.87,391.3,Clear,Morning,Heavy
Scottmouth,Alanmouth,3,272.64,301.72,291.3,Cloudy,Afternoon,Heavy
South Jonathanburgh,North Darlenefurt,0,197.47,251.47,275.55,Foggy,Night,Moderate
East Samantha,Padillamouth,3,221.52,274.86,260.6,Clear,Evening,Heavy
Kimberlyton,North Dianaberg,1,87.1,96.08,98.88,Cloudy,Morning,Heavy
East Sarahberg,Cherylhaven,0,262.11,272.7,270.85,Foggy,Afternoon,Moderate
South Joshuatown,West Steveville,0,269.09,354.14,377.09,Clear,Night,Heavy
South Brenda,Jenniferview,1,429.41,636.32,603.38,Clear,Evening,Moderate
Port Jamesberg,New Moniqueview,1,150.66,187.68,183.09,Clear,Night,Moderate
Lake Melissa,North Joseph,0,398.87,405.95,387.99,Cloudy,Afternoon,Light
South Austinshire,Joshuaport,3,196.59,209.41,202.95,Clear,Night,Light
Alexisland,Carterfort,0,25.59,31.34,31.31,Foggy,Morning,Heavy
Port Wanda,South Donna,0,393.71,418.05,451.51,Clear,Morning,Moderate
Kevintown,Lake Donald,2,176.31,188.45,195.78,Clear,Night,Light
New Coreyport,Aaronland,2,256.11,307.62,301.01,Cloudy,Night,Heavy
Lake Danielside,South Paul,2,332.18,358.43,341.53,Cloudy,Night,Light
South Thomasburgh,Floresmouth,3,493.44,663.65,641.79,Cloudy,Night,Light
New Dianaside,Port Jonathanberg,0,487.02,672.6,681.86,Foggy,Afternoon,Moderate
Brownborough,Marthaland,1,430.69,575.19,570.14,Clear,Evening,Light
Cantuside,East Chris,2,27.4,29.62,29.06,Cloudy,Morning,Heavy
Parkermouth,East Annport,3,362.29,513.24,487.55,Rainy,Evening,Heavy
Fletcherton,Mannville,0,333.15,376.07,412.03,Clear,Morning,Moderate
Lake Molly,North Julie,1,150.95,171.62,185.31,Cloudy,Evening,Moderate
North Michelle,Lake Patrickborough,3,132.81,177.61,190.7,Cloudy,Morning,Light
Staceymouth,Brendaport,1,273.12,292.76,276.2,Rainy,Afternoon,Light
East Alicia,Port Megan,0,175.84,181.59,165.25,Clear,Afternoon,Light
South Christopherville,East Jennifershire,0,397.79,498.45,470.21,Foggy,Morning,Light
Martinhaven,North Jason,0,334.37,447.54,456.47,Foggy,Evening,Light
Mcguirefurt,Johnshire,0,259.9,382.63,368.85,Cloudy,Afternoon,Light
West Jason,West Susan,1,38.17,48.1,52.73,Clear,Night,Light
Shaunport,Tammyhaven,0,336.32,486.98,500.42,Foggy,Night,Light
Hallborough,Rebeccaberg,3,171.31,242.94,257.86,Clear,Morning,Moderate
Lake Martha,Hughesport,0,438.43,485.9,450.42,Cloudy,Afternoon,Heavy
Patricktown,North Thomasburgh,1,177.43,214.75,220.09,Rainy,Afternoon,Moderate
Reyesfort,Lake Derrickfurt,0,487.18,487.38,517.35,Rainy,Evening,Moderate
New Sheenaview,East Kennethchester,0,290.26,392.62,426.31,Foggy,Morning,Moderate
Nielsenburgh,Krausemouth,3,190.33,282.95,288.46,Cloudy,Morning,Light
East Melissaland,Hayesfurt,3,326.67,406.43,374.91,Clear,Evening,Light
Bradyland,Lake Madison,0,313.21,344.17,318.92,Rainy,Evening,Moderate
South Benjamin,Brianview,2,263.15,341.33,360.66,Rainy,Afternoon,Moderate
West Brandy,East Joshuahaven,2,218.29,243.33,265.91,Cloudy,Night,Light
Reeveschester,Joneston,0,17.73,26.56,27.38,Rainy,Night,Light
Port Jamiefort,Youngmouth,1,190.99,250.2,248.91,Rainy,Evening,Light
Danielhaven,Lake Chelseaburgh,1,170.01,197.11,189.11,Foggy,Evening,Light
Lake Nicholas,Katiebury,0,143.49,185.36,170.16,Cloudy,Morning,Heavy
Lake Jacobfort,East Johnstad,1,128.29,144.73,138.69,Clear,Night,Light
Rodriguezburgh,Port Jamesberg,0,181.35,271.39,267.99,Foggy,Night,Heavy
Port Emily,South John,1,353.33,498.05,454.17,Rainy,Afternoon,Heavy
South Daniel,West Kristina,1,259.94,366.79,359.39,Rainy,Morning,Light
Lake Mariachester,Port Sharonport,2,357.22,366.19,366.24,Rainy,Morning,Moderate
Jessicaside,Smithstad,2,483.91,485.44,516.26,Clear,Morning,Heavy
Millerville,Ballport,3,165.27,242.48,247.3,Cloudy,Night,Heavy
Dustinmouth,East Jennifer,3,404.36,427.21,461.69,Rainy,Night,Heavy
Tanyaport,South Patricktown,3,397.79,589.38,539.92,Foggy,Morning,Light
Trujillohaven,New Karen,3,184.97,200.78,209.67,Clear,Night,Moderate
Campbellborough,South Manuel,3,409.77,467.81,470.04,Clear,Evening,Moderate
New Samantha,South Michelle,3,74.01,104.52,100.92,Cloudy,Afternoon,Heavy
North Monicaland,West Valerie,0,266.41,281.09,261.61,Cloudy,Evening,Heavy
South Joshua,Thomasland,3,226.02,254.63,272.86,Clear,Night,Heavy
New Carolmouth,Lake Sarah,3,478.11,612.56,655.14,Clear,Afternoon,Light
North Lesliefurt,Olsenberg,1,240.74,346.97,329.93,Cloudy,Morning,Moderate
Port Stephen,New Adam,0,173.32,211.47,202.95,Foggy,Night,Heavy
North Steven,Ayalafort,2,378.52,392.81,354.85,Clear,Night,Light
West Brandon,Port Jodi,0,244.73,274.85,280.91,Cloudy,Evening,Heavy
Bryantmouth,Stephenmouth,1,468.64,588.92,576.68,Rainy,Night,Light
Ericksonhaven,Rodriguezhaven,2,12.55,14.1,13.76,Foggy,Evening,Moderate
West Stephenhaven,Lake Nicole,3,461.96,599.5,609.42,Rainy,Night,Heavy
Josephburgh,Tiffanyville,3,264.04,333.33,328.5,Rainy,Afternoon,Light
Kelseyhaven,East Joseph,0,490.55,733.74,691.0,Foggy,Morning,Moderate
Lake Erin,Gonzalezview,3,448.37,462.43,452.15,Foggy,Evening,Moderate
Port Timothyside,Murphyland,1,33.03,40.53,39.68,Rainy,Afternoon,Moderate
Codyport,Millerborough,1,169.3,232.27,239.32,Cloudy,Morning,Light
Josephborough,Lake Lauren,0,467.68,474.14,484.45,Cloudy,Evening,Light
Raystad,North Jofurt,2,249.91,299.85,276.28,Clear,Morning,Light
Palmerbury,Matthewmouth,0,340.22,392.91,368.17,Clear,Night,Moderate
New Andres,Port Michele,1,122.25,158.2,160.58,Clear,Evening,Heavy
Kennethburgh,New Karen,2,283.4,290.72,293.7,Foggy,Morning,Heavy
Floreshaven,Ericaton,1,172.9,247.63,250.86,Rainy,Night,Light
Hornshire,East David,0,361.73,382.96,393.94,Foggy,Evening,Heavy
Connieburgh,North William,1,358.83,486.0,447.43,Clear,Night,Light
Susanton,Lake Rebecca,2,451.12,456.35,450.84,Rainy,Afternoon,Moderate
Lisatown,Thomasmouth,2,143.18,163.99,168.58,Cloudy,Morning,Heavy
Lake John,North Toddborough,2,449.18,558.4,568.16,Cloudy,Morning,Moderate
Russellfurt,North David,0,95.99,96.8,104.15,Clear,Afternoon,Heavy
Westmouth,Simmonsstad,2,412.46,431.86,431.86,Foggy,Evening,Light
Evansview,South Amber,1,255.56,270.35,267.05,Cloudy,Night,Light
North Jessicahaven,West Tyrone,0,178.38,250.71,254.42,Clear,Morning,Moderate
Mackchester,Theresaview,1,29.33,30.85,28.08,Rainy,Evening,Heavy
Holmesbury,Tinaberg,2,436.68,462.32,500.05,Clear,Morning,Heavy
Christinaberg,Ballstad,2,167.67,242.21,262.24,Clear,Night,Heavy
Williamshaven,Coxmouth,1,287.8,381.31,349.9,Foggy,Night,Heavy
Port Philip,Williamsberg,3,312.14,318.68,324.98,Foggy,Evening,Light
West Sydney,Richardstad,0,65.02,77.51,80.94,Foggy,Afternoon,Moderate
Lake Amy,Cortezborough,1,349.1,417.49,428.98,Foggy,Evening,Light
Gordonberg,North Sarahaven,0,420.0,614.27,562.72,Cloudy,Morning,Heavy
South Christopherborough,East John,3,409.66,457.48,467.68,Rainy,Evening,Moderate
New John,Adamsbury,1,296.8,317.46,290.97,Cloudy,Evening,Heavy
Whiteville,New Jonathanfurt,1,341.48,499.37,459.1,Rainy,Evening,Moderate
Port Dennis,Jennifershire,3,279.72,358.63,325.45,Clear,Morning,Moderate
Smithberg,Stevenston,0,369.84,509.04,495.85,Cloudy,Evening,Moderate
East Lawrence,South Scott,2,68.31,74.49,73.61,Clear,Morning,Moderate
East Alexshire,Danielleburgh,1,437.31,520.02,536.58,Foggy,Evening,Moderate
Campostown,Jeremytown,1,200.46,287.46,293.07,Foggy,Morning,Heavy
Jonesland,West Jacobmouth,0,97.62,110.24,105.26,Foggy,Night,Moderate
North Carolland,Drewfort,1,426.11,609.19,552.73,Clear,Afternoon,Heavy
Joshuaview,Port Yolanda,0,413.83,494.05,452.39,Rainy,Night,Moderate
West James,West Cynthiachester,2,495.73,720.4,652.96,Clear,Evening,Moderate
Amandaland,New Jennifer,3,42.32,53.62,50.72,Foggy,Evening,Light
South Kirkstad,Palmerburgh,1,38.85,46.27,47.22,Rainy,Morning,Heavy
South Pamela,Port Travis,3,377.55,560.18,574.36,Clear,Evening,Moderate
Higginstown,New Jamesmouth,3,254.48,283.77,273.63,Cloudy,Evening,Heavy
Scottmouth,Port Amber,1,148.69,149.04,152.14,Clear,Afternoon,Moderate
North Sandra,Williamshaven,0,167.94,198.8,196.94,Rainy,Afternoon,Heavy
Danmouth,Gonzaleztown,2,208.04,281.81,266.95,Cloudy,Evening,Heavy
Michaelshire,North Shannonburgh,0,161.37,215.15,211.72,Rainy,Afternoon,Light
Mcleanfurt,Bushmouth,2,109.28,113.46,116.66,Foggy,Afternoon,Heavy
North Elizabethchester,East Cheryl,3,94.26,133.49,144.32,Cloudy,Evening,Light
Amyside,North Matthew,0,81.48,108.12,114.75,Clear,Evening,Heavy
Vanessatown,West Anthonyfurt,3,142.5,163.24,151.46,Foggy,Night,Light
North Margaret,New Joseph,1,124.32,126.76,124.28,Clear,Night,Heavy
New Mitchell,Ryanmouth,2,326.47,353.76,355.08,Foggy,Night,Heavy
Rodriguezland,Kramerfort,3,496.52,741.55,809.13,Cloudy,Afternoon,Moderate
North Anthony,Phelpsville,3,205.64,304.45,325.69,Rainy,Night,Heavy
East Davidbury,Port Christina,2,288.1,421.37,446.66,Rainy,Evening,Moderate
New Jackie,Clarkfurt,2,409.15,600.09,552.32,Rainy,Morning,Light
Christophershire,Nancyborough,1,409.3,457.9,476.7,Clear,Morning,Light
Cochranchester,South Roberttown,3,493.06,603.52,662.22,Cloudy,Afternoon,Heavy
Gonzalezstad,Ballardville,1,90.15,108.61,105.57,Cloudy,Night,Moderate
West Jesus,Gaymouth,0,26.22,27.14,25.5,Rainy,Night,Moderate
West Melissafort,South Kaylaville,1,132.71,160.58,165.78,Clear,Morning,Moderate
Deleonbury,Gibsonfurt,0,445.1,474.17,499.6,Foggy,Afternoon,Moderate
West Davidland,Michaelchester,1,461.3,563.17,560.18,Rainy,Afternoon,Heavy
Holmesfort,Danaville,1,251.11,254.74,271.5,Rainy,Night,Light
West Jennifer,Reedtown,0,141.49,204.36,217.74,Cloudy,Night,Moderate
Loganland,Port Jeremy,0,175.26,213.69,230.53,Clear,Night,Heavy
Larsonmouth,Smithmouth,0,225.05,295.81,316.45,Rainy,Morning,Heavy
Gregoryberg,New Colleen,1,67.47,95.97,100.18,Cloudy,Evening,Heavy
Port Tamara,West Michael,3,278.81,412.98,451.6,Foggy,Afternoon,Moderate
New Jonathan,Port Lindaberg,2,241.31,353.66,325.63,Rainy,Night,Moderate
Lisaview,North Robertmouth,1,364.3,380.06,416.72,Cloudy,Evening,Moderate
South Jimmymouth,Smallberg,2,165.03,214.32,232.63,Cloudy,Afternoon,Moderate
Bennettland,Port Deanna,3,262.78,340.02,323.32,Foggy,Afternoon,Moderate
Lisaville,New Aaron,0,438.95,570.08,603.69,Foggy,Morning,Moderate
South David,Danielville,0,235.52,256.26,241.51,Rainy,Evening,Light
Lauraton,Port Amyport,0,31.66,42.84,46.67,Foggy,Afternoon,Moderate
Campbellchester,Davidton,0,392.62,577.48,535.83,Clear,Night,Moderate
South Andrewport,Valdezshire,1,373.1,420.88,439.29,Clear,Morning,Moderate
East Riley,Calvinside,3,65.67,90.54,88.82,Rainy,Evening,Moderate
Georgetown,Williamburgh,3,472.42,659.71,677.54,Clear,Morning,Heavy
North Rebecca,Tuckermouth,0,327.19,444.18,449.25,Clear,Evening,Moderate
Molinaside,Watsonhaven,2,406.94,463.94,452.42,Foggy,Afternoon,Heavy
East Wendy,Wardview,2,366.3,401.95,425.37,Cloudy,Afternoon,Light
West Leroyport,Jonesside,2,192.12,222.09,233.64,Cloudy,Night,Moderate
Lake James,Harrisonchester,1,397.62,552.45,598.59,Foggy,Evening,Light
Andrewport,West Casey,1,302.71,314.61,324.44,Clear,Afternoon,Heavy
Port Micheleburgh,New Mary,1,442.33,604.12,609.73,Clear,Afternoon,Heavy
Lake Randall,North Jaclyn,0,349.42,394.49,404.19,Foggy,Night,Heavy
Graybury,Whitneychester,3,360.6,397.38,429.62,Rainy,Night,Heavy
North Andreaburgh,Lake Michaelburgh,3,163.18,208.62,220.67,Clear,Afternoon,Light
West Kellymouth,Port Johnshire,0,149.12,170.14,158.91,Cloudy,Evening,Heavy
Kyleport,West Trevor,0,449.62,653.47,620.43,Foggy,Morning,Light
West Josestad,Thomasmouth,0,173.57,217.83,198.92,Rainy,Night,Moderate
Susanville,Lake Nicholas,1,243.64,284.58,294.89,Clear,Night,Moderate
West Roberttown,Danielstad,3,378.48,417.99,438.27,Foggy,Morning,Light
Kendramouth,Saraview,1,187.51,223.28,207.52,Foggy,Night,Heavy
Jasminefurt,Elizabethton,1,316.42,405.38,378.97,Foggy,Night,Heavy
Nicholsburgh,Jenniferton,3,127.42,140.08,151.58,Clear,Morning,Light
Port Bailey,North Anthonyberg,2,424.35,485.4,475.88,Cloudy,Night,Heavy
Wallacebury,Obrienshire,1,192.97,259.25,257.87,Rainy,Evening,Heavy
Kristinmouth,Parkertown,1,75.81,107.26,109.9,Rainy,Afternoon,Moderate
Danielmouth,Zunigaville,1,484.34,640.56,584.21,Cloudy,Evening,Heavy
Larsenhaven,West Coreyfurt,3,285.61,385.73,348.06,Cloudy,Night,Light
West Jack,Michelemouth,2,157.54,226.45,237.83,Cloudy,Morning,Heavy
Kennethland,North Patriciamouth,0,19.6,23.16,24.2,Cloudy,Night,Light
Charlotteshire,Lake Brad,0,292.35,349.1,357.41,Rainy,Afternoon,Heavy
West Michael,North Whitney,1,419.27,530.12,562.26,Foggy,Morning,Heavy
Port Wayneville,North David,2,191.95,229.3,238.49,Clear,Afternoon,Light
Torresberg,West Craig,1,90.69,97.89,95.2,Rainy,Afternoon,Heavy
Greenefort,Miguelborough,1,354.41,378.11,392.13,Cloudy,Evening,Light
Juanfort,Judithborough,3,146.37,204.8,191.8,Clear,Night,Heavy
Kevinmouth,Sampsonland,3,412.61,487.46,474.07,Rainy,Morning,Moderate
North Sean,Meganview,2,127.57,148.91,146.3,Cloudy,Night,Moderate
Michelemouth,Wilsonchester,0,35.6,49.22,54.11,Rainy,Morning,Moderate
North Connieport,Brittanystad,3,286.61,337.57,341.66,Foggy,Afternoon,Heavy
Port Jenniferville,Port Heatherbury,0,382.21,566.65,595.23,Foggy,Afternoon,Light
Franklinton,Lake Jamesborough,2,295.35,362.34,373.76,Cloudy,Afternoon,Light
Reneeland,Goodmanfurt,1,182.54,190.27,179.5,Foggy,Evening,Light
Tannermouth,South Carrie,0,365.54,540.68,543.5,Foggy,Night,Moderate
Allenstad,South Danieltown,2,475.95,538.37,580.27,Foggy,Evening,Light
Masonmouth,East Blakeburgh,2,449.68,575.22,527.9,Cloudy,Afternoon,Moderate
South Tylerside,North Toddtown,1,256.1,351.52,321.89,Foggy,Evening,Light
Montesside,Danielburgh,0,415.24,569.89,570.38,Clear,Afternoon,Heavy
Port Robinberg,New Ebony,2,102.04,112.56,118.97,Foggy,Night,Light
Wallaceburgh,Lake Deborahfort,3,132.31,194.05,196.01,Cloudy,Afternoon,Heavy
Katherineshire,Gonzalezmouth,2,380.6,397.79,366.56,Rainy,Morning,Moderate
Elizabethfurt,Larsenport,2,412.34,462.86,430.18,Foggy,Night,Heavy
West Sarah,West Joelburgh,3,89.88,107.91,97.81,Clear,Evening,Light
Lake Wayne,Jenkinsside,3,235.74,284.71,271.74,Cloudy,Evening,Heavy
Watkinsberg,Port Eduardoborough,0,32.64,42.54,39.22,Foggy,Evening,Light
New Paul,Davidshire,1,466.41,531.69,572.03,Foggy,Night,Moderate
Port Erinport,Johnathanbury,1,226.06,331.42,346.04,Cloudy,Night,Moderate
Davidfurt,South Steven,1,189.97,198.1,191.38,Clear,Evening,Light
Markberg,West Matthewbury,3,469.17,585.18,578.56,Cloudy,Evening,Heavy
Huangborough,Grahamport,0,53.11,79.16,79.05,Foggy,Morning,Light
West Linda,Moorehaven,1,230.16,282.95,279.62,Clear,Morning,Heavy
Bennetthaven,Ramseyton,2,479.53,645.85,660.06,Cloudy,Evening,Heavy
Billchester,West Cameronhaven,0,363.12,425.1,457.8,Clear,Afternoon,Heavy
Courtneymouth,New Ryanmouth,1,39.84,53.28,53.3,Rainy,Afternoon,Light
Lake Lisamouth,Everettchester,3,108.04,126.45,118.28,Clear,Night,Moderate
Anthonyhaven,Lake Meghanland,1,257.2,293.6,273.81,Cloudy,Evening,Heavy
Jamesshire,Matthewmouth,2,266.25,381.75,395.79,Rainy,Night,Heavy
Stephanieville,Amberside,2,193.13,202.55,187.1,Rainy,Night,Light
Lawsonville,North Laurenside,3,377.23,467.09,475.23,Rainy,Afternoon,Moderate
Nicoleton,West Melanie,0,230.08,315.98,291.7,Clear,Night,Moderate
Lake Mark,South Joseland,0,415.62,585.58,595.68,Clear,Evening,Heavy
Keithmouth,Moorebury,1,275.46,404.38,364.88,Cloudy,Afternoon,Moderate
Kennedyburgh,South Noahside,2,227.29,256.32,269.18,Rainy,Morning,Heavy
Lawrencechester,New Brandy,1,217.94,321.14,337.61,Cloudy,Evening,Moderate
South Joseph,South Peterberg,1,234.78,300.05,325.16,Clear,Evening,Moderate
Herrerafort,Brownview,2,230.16,260.06,272.66,Foggy,Night,Moderate
Jenniferberg,Port Jessicaberg,1,461.29,680.26,618.41,Clear,Evening,Heavy
West Jerry,North David,2,247.13,342.82,334.91,Foggy,Morning,Light
North Heatherhaven,Kimberlytown,0,52.7,77.29,79.24,Clear,Night,Moderate
Evansstad,Hunterview,2,61.92,73.25,79.82,Cloudy,Afternoon,Heavy
Gonzalezmouth,Juanburgh,3,83.34,116.83,121.8,Rainy,Afternoon,Light
South Sarahshire,Hawkinsshire,3,267.53,277.3,282.22,Rainy,Evening,Light
Andrewburgh,Lewisburgh,0,424.09,614.08,555.68,Cloudy,Night,Heavy
North Susan,South Andrewhaven,1,352.51,484.59,515.66,Foggy,Morning,Heavy
Port Anthonyfort,Michelefort,1,149.83,186.81,203.13,Rainy,Night,Light
North Brianna,New Rachel,1,59.41,79.94,84.26,Cloudy,Evening,Light
Turnerfurt,North Yvonneton,2,14.38,17.81,16.1,Rainy,Morning,Light
Emilyside,Stoutshire,1,30.04,31.93,34.51,Clear,Morning,Moderate
Bakerview,Baxterport,2,388.04,440.06,480.6,Rainy,Evening,Heavy
Stewartfurt,Michaelside,0,25.91,37.13,38.95,Foggy,Evening,Moderate
Lauraberg,New Sandra,2,201.84,206.57,205.6,Foggy,Afternoon,Light
Johnton,North Andrea,3,371.37,556.98,572.01,Foggy,Evening,Heavy
South Antonioport,East Maryfort,3,69.67,79.51,82.5,Cloudy,Night,Heavy
West Thomastown,North Elizabethhaven,0,55.63,60.63,61.59,Clear,Night,Moderate
North Matthew,Port Rachelside,3,212.18,272.56,276.9,Rainy,Evening,Light
Blakefort,South Christina,2,55.2,68.52,74.16,Clear,Morning,Light
Tonyfort,Angelamouth,0,159.78,180.56,190.6,Rainy,Morning,Moderate
Gibsonport,Salazarstad,3,208.45,215.5,210.38,Foggy,Afternoon,Light
East Bryanhaven,Dennisland,2,312.1,314.93,338.65,Clear,Afternoon,Light
Watsonland,South Brianborough,1,51.25,75.09,80.16,Foggy,Morning,Light
Matthewburgh,Michaelmouth,2,382.37,403.91,408.86,Rainy,Morning,Moderate
Nealstad,South Scottstad,2,21.22,25.83,23.94,Cloudy,Morning,Light
Lake Alexander,West Gary,1,135.49,141.77,128.06,Rainy,Afternoon,Moderate
Matthewfurt,Michaelmouth,0,96.8,121.69,132.01,Foggy,Morning,Moderate
Sheenaview,Pughbury,1,286.35,402.27,363.71,Foggy,Night,Light
New Christopher,Luiston,3,114.65,157.78,160.19,Rainy,Night,Moderate
Pricebury,Port Jason,1,142.91,182.47,168.68,Clear,Night,Moderate
Davidside,Stephaniehaven,2,136.23,191.22,179.18,Cloudy,Afternoon,Light
Melissabury,Brianville,1,78.66,113.53,122.13,Foggy,Afternoon,Light
South Paul,Lake Brianmouth,0,230.91,234.61,252.14,Cloudy,Morning,Heavy
North Adambury,Stacyport,3,346.08,410.38,410.68,Rainy,Morning,Light
Mckeestad,West Darrellton,1,371.65,508.82,475.89,Foggy,Afternoon,Light
Lake Ricardomouth,East Michaelhaven,3,258.31,304.3,298.58,Foggy,Evening,Moderate
Andersonchester,Lake Susan,3,134.86,180.96,171.83,Cloudy,Night,Moderate
East Miguel,New Kelly,3,140.05,183.86,193.44,Foggy,Morning,Light
Port Elizabethtown,New Elizabeth,2,337.31,384.34,353.13,Rainy,Evening,Moderate
Christinehaven,Valdezside,3,208.38,278.42,294.46,Clear,Morning,Light
East Lisa,North Jackchester,1,28.94,39.75,42.13,Cloudy,Morning,Light
